,index,Aspect_max,Aspect_median,Aspect_min,Eastness_max,Eastness_median,Eastness_min,Elevation_max,Elevation_median,Elevation_min,GaussianCurvature_max,GaussianCurvature_median,GaussianCurvature_min,Hillshade_max,Hillshade_median,Hillshade_min,HorizontalCurvature_max,HorizontalCurvature_median,HorizontalCurvature_min,MaximalCurvature_max,MaximalCurvature_median,MaximalCurvature_min,MeanCurvature_max,MeanCurvature_median,MeanCurvature_min,MinimalCurvature_max,MinimalCurvature_median,MinimalCurvature_min,Northness_max,Northness_median,Northness_min,ShapeIndex_max,ShapeIndex_median,ShapeIndex_min,Slope_max,Slope_median,Slope_min,VerticalCurvature_max,VerticalCurvature_median,VerticalCurvature_min,Aspect_max_city,Aspect_median_city,Aspect_min_city,Eastness_max_city,Eastness_median_city,Eastness_min_city,Elevation_max_city,Elevation_median_city,Elevation_min_city,GaussianCurvature_max_city,GaussianCurvature_median_city,GaussianCurvature_min_city,Hillshade_max_city,Hillshade_median_city,Hillshade_min_city,HorizontalCurvature_max_city,HorizontalCurvature_median_city,HorizontalCurvature_min_city,MaximalCurvature_max_city,MaximalCurvature_median_city,MaximalCurvature_min_city,MeanCurvature_max_city,MeanCurvature_median_city,MeanCurvature_min_city,MinimalCurvature_max_city,MinimalCurvature_median_city,MinimalCurvature_min_city,Northness_max_city,Northness_median_city,Northness_min_city,ShapeIndex_max_city,ShapeIndex_median_city,ShapeIndex_min_city,Slope_max_city,Slope_median_city,Slope_min_city,VerticalCurvature_max_city,VerticalCurvature_median_city,VerticalCurvature_min_city
10,10,359.5409922432512,96.88762285152245,0.08679624477387415,0.9999999307904232,0.825172978074443,-0.9856499543074922,627.9362172725,611.8098712059821,602.2119802868001,1.535316789065202e-07,-2.788262399365217e-09,-1.2826531426081022e-07,0.9999992660747413,0.9998396523887774,0.9970601581406159,0.0005211505865747587,2.0798196212247597e-06,-0.00041226378142085495,0.0005459045412448955,0.00011251052712030105,-0.00029017195337233993,0.0004026149181012062,5.510729250046484e-06,-0.00041887326146252904,0.00031005632384264596,-0.00010298706442167509,-0.0006919277257545482,0.999998852569134,-0.020470274816915338,-0.999993504097262,16.735766381944774,0.12470454156208793,-29.529534443506154,4.558387508903984,1.140783216766524,0.021685940959104973,0.0005158265509702891,3.919506469631688e-06,-0.0006575566008480693,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
11,11,358.40295913345244,93.03089463161515,0.21667421946894994,0.9999999638528034,0.840606660186775,-0.998553620522993,628.2178097976036,613.0784887527482,602.6342315043132,1.2493508599321804e-07,-2.8097904279273163e-09,-1.6927100138499973e-07,0.99999964282184,0.9998698304118785,0.9974678927427043,0.0007408410991939769,-3.138103753849435e-06,-0.0003726020825320587,0.0007889392288180549,8.79119652030975e-05,-0.00026314061250318536,0.000411570793899648,-9.329092284990813e-06,-0.0003155661462543685,0.00021387097525563502,-0.00011294508764288641,-0.0004688057285132239,0.9999928494622548,-0.01261794079697228,-0.9999088031718165,15.020213575495902,-0.06220143677780896,-16.30366597231376,4.009152461499931,1.007700041281504,0.017038416380975547,0.0003558755458344868,-1.713320905924068e-05,-0.00039207293187225095,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
12,12,359.8009729159607,95.6210557746236,0.6781137328680872,0.999995855614901,0.66027771602382,-0.9994736942013145,604.6994403849822,602.716038784649,592.1219391927082,1.3469095911908683e-07,-4.543191358618861e-09,-1.8238010358129131e-07,0.9999996493656326,0.9998554651510794,0.9971359678607769,0.0004856983295008832,4.985692535352604e-05,-0.000522085106350831,0.0006572102078440608,0.00016403147630574783,-0.0002820842897431785,0.00040577583919612707,4.890842205346923e-05,-0.0005135755815222939,0.00023267739161142355,-7.199607446864821e-05,-0.0010804342341005238,0.9999939667869306,0.23793109236261706,-0.9997701137796419,9.64603694116048,0.31767329690903384,-8.50334247347813,4.198481410388328,0.9888798797824622,0.11065020081261898,0.0005653827604568686,3.441332082286537e-05,-0.0008167513240796169,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
13,13,357.59478318732937,175.3397919751825,0.8189941188937903,0.9999997783721398,0.07144503548939272,-0.9999995604604538,605.6603837600685,600.9018194372825,590.0098446623185,2.7709286163818856e-07,-1.7236616890812872e-09,-3.078319028028765e-07,0.999999456390549,0.9997931416869865,0.9961368577544845,0.0006377878875325776,3.8128021951913716e-06,-0.0008795236923249481,0.0009236484644410378,0.00012554134048554507,-0.00030851756150865984,0.0006076434485597483,3.45220281577451e-06,-0.000699405283425212,0.00036361074678542863,-0.00010384051192761829,-0.0011829071818398559,0.999897840464142,-0.26971272401426793,-0.9999987075323199,13.880634592554525,0.05441408743680731,-12.0972498695882,4.9494440800913635,1.1711249192540871,0.0474500505566778,0.0009114575355351118,8.251599971814781e-06,-0.0011634260576861269,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
14,14,359.91096347026655,184.8815896185784,0.04103333510166609,0.9999826709001145,-0.04968773741985318,-0.9999999997707215,604.625544478557,596.8941300523452,589.9999999999999,2.5324785442639995e-07,-1.7259119056843178e-09,-2.290877666657064e-07,0.9999998585869148,0.9996113756944205,0.9971748532635835,0.0007649129543000034,1.9528368035965863e-05,-0.0010110967188865848,0.0007827200279416688,0.00014098563254032477,-0.0002983788349702469,0.0005481789979764707,-1.160360847619153e-05,-0.0005352140817528781,0.0004145101706517122,-0.0001558324706440518,-0.0011250654802027475,0.9999997435525678,-0.26019381053891355,-0.9999994128796275,12.890217244055073,-0.05888423232292554,-6.644992068359462,4.337331056531383,1.5805040066104086,0.027122571543749772,0.0007604347380348984,-3.2415880060248684e-06,-0.00107429382567124,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
15,15,359.8813282525566,90.93649558446211,0.1421970679374297,0.999999826396593,0.5957148560582753,-0.9999046832593018,605.5052145083922,598.6526437463689,589.9999999999999,3.296814302495143e-07,-1.886453292426759e-09,-1.8002891433407052e-07,0.9999999499665198,0.9999166059020105,0.9969178829549565,0.000534925679009931,-1.0485613169224974e-05,-0.0007147725672667166,0.0007003911183917304,0.0001113155975167398,-0.0003101023655562882,0.0005781382230005327,3.847108539993157e-06,-0.00047592021206729055,0.0005105928704979408,-0.00010343568501852983,-0.0008847442761474042,0.999997855039697,0.27049039489762544,-0.9999999693242162,21.05475920315645,0.1206570022532873,-24.32241244250664,4.639812955258266,0.8282853596547273,0.021651600658549187,0.0006787266482362809,1.1342518051585732e-05,-0.0008609993863970384,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
16,16,359.58937189258967,113.02072971068625,0.772931978615774,0.9999998600480059,0.6684928699647934,-0.9998768804225395,606.5648341130457,599.4366382707346,590.2871981324328,1.231067269345054e-07,-1.3793391111498492e-09,-7.305056797343673e-08,0.9999999572316491,0.999898884656726,0.9993422520755623,0.000482699138015578,5.812315898616054e-06,-0.00034593511534856616,0.0005386441591390196,9.021029122054584e-05,-0.0002124155040598433,0.00038359671231711246,-9.401761157800809e-06,-0.00027928487772728216,0.0002418667640321803,-0.00010524803677853807,-0.0004148638722528304,0.9999743185093941,-0.23656149414406924,-0.9999987883748751,10.915640345780117,-0.13295812347732675,-24.32241244250664,2.101769669727401,0.882747911193427,0.015301026479710721,0.0003770581228570521,-5.971935413914335e-06,-0.000344843414107403,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
17,17,358.40531455250886,65.69365807001111,3.137125173110532,0.9999525799274704,0.6516444747817889,-0.7737336297447966,603.4029270475318,601.3986514716165,600.6380277990264,5.145004248099474e-08,-2.8793844812457e-10,-4.4655649491511895e-08,0.9999896215098858,0.9999230364933003,0.999752318548245,0.00026827449311890637,-1.5676584923593306e-05,-0.0003101141346149945,0.0002982271511587409,7.033202370303003e-05,-0.00014468039473836933,0.00018860011239737968,-7.455121499253644e-05,-0.00025374948508988124,0.0001118992313276294,-0.0001580046900015675,-0.0003742110220692894,0.9996127006519437,0.7389869734805338,0.009738475054948192,2.962165903935774,-0.293897413879613,-2.0537991908276356,1.4568724695483948,0.8154431568192752,0.32557596271995914,0.00025258785320826947,-8.741156931741425e-05,-0.0003153619454745924,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
18,18,359.193117484063,207.03792864980423,0.7067944134517227,0.9999988755092414,-0.3722561964385811,-0.9999869474045219,607.1128842456808,604.6142408086263,601.6133363808887,7.413271670105102e-08,-1.4301338697216117e-09,-8.06605472628749e-08,0.9999996163037884,0.9999095717636626,0.9991084581738165,0.00034204968726641596,2.5192082048934246e-06,-0.00043388543104819444,0.00043136294224034653,0.00010061915015669168,-0.00023075708609129254,0.0002682588192858967,5.211515419150289e-06,-0.0003221194285373753,0.00017140872639370838,-8.264756473002375e-05,-0.000518980586617633,0.9999239138781477,-0.6224213320699638,-0.9999910635444235,14.364409801925566,0.06799895743103458,-15.44996750274465,2.283499345381075,0.6783998380802014,0.05010095711287557,0.0004192785336406852,1.7458345492218843e-05,-0.0005144793253086875,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
19,19,359.6878669509536,191.05148827842015,0.9913659862893085,0.9999837937400613,-0.16811262926325038,-0.9999983628069817,604.7213121173685,600.5337732934689,592.5216817407469,2.814500432061833e-07,-1.6642670921109587e-09,-2.113986130250428e-07,0.999999940156119,0.9998645161266493,0.9957165680487527,0.0006904782952198397,3.6789637867849357e-06,-0.0007139461971309264,0.0007520210215060633,0.00014122613404581947,-0.00028521252732387,0.0005349214740090527,1.9576327862069163e-05,-0.0004844459914150629,0.0004757356879487825,-0.0001104609341697421,-0.0007433325637228423,0.9999851610498813,-0.6195383348956754,-0.9999990691987031,10.548755083997309,0.05967269834665551,-18.198360341505616,5.215913507823222,0.8587542869341993,0.03072675620263127,0.0005866195104166446,1.9364513011363207e-05,-0.0005876908191469393,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
20,20,359.8337226445158,220.88440834086725,0.0,0.9999998608198507,-0.5118781571373668,-0.9999998998752962,601.5910326259245,596.4062750457773,589.9999999999999,2.4962125167557243e-07,-7.902860430643422e-10,-1.5747803049898828e-07,0.9999999749056967,0.9998697204931574,0.997472677951018,0.0005316569850370308,3.2871578373962144e-06,-0.0005683147870890444,0.0005462567289085877,9.71794681246923e-05,-0.00028521252732387,0.0004996346915266667,-1.1208821164943753e-05,-0.0004803923269535904,0.0004959504953626565,-0.00011805361652045291,-0.0006755721265833108,1.0,-0.4945627860019001,-1.0,86.33561011051972,-0.25356686316038535,-7.815180510755239,3.9949244180380283,0.8367535085725749,7.927855720259978e-16,0.0005079446526224468,-2.675496530996092e-05,-0.0005876908191469393,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
21,21,323.79735006075737,118.70503301954321,0.0,0.999999999994394,6.00150534949697e-17,-0.9998986509629346,595.7747157323719,590.1076206350671,589.9999999999999,1.2573516483371208e-07,7.040276551151569e-11,-8.57219272692162e-08,0.9999996740986528,0.9999816059884552,0.998960024909501,0.00044007411483083314,2.727150162247831e-07,-0.0003446381121228336,0.000705783835051276,4.950967018450719e-07,-0.00016719368158911292,0.0004419667578587106,-3.412128106356507e-05,-0.0002792162134825007,0.00017814968066614514,-0.0001146818194165955,-0.00044545799336134003,1.0,-0.26143442098446673,-1.0,1.9249245929398189,-0.594167542028105,-10.039897858852543,2.443192880942639,0.3855725660540232,1.2723508739721425e-15,0.0006920892481112093,-8.737034113193902e-05,-0.0004450499896615154,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
22,22,359.81197239924967,312.8737735422009,0.15297391935299048,0.9999832951644712,-0.2275211497813711,-0.9998599059227274,634.0240321408705,629.8257324987032,626.489540825552,1.6909542460204304e-07,-4.61816399378164e-09,-1.0867045075050772e-07,0.9999959000057645,0.9997839463855805,0.9986877071772196,0.0004702166474363724,-2.8888954702654326e-05,-0.0004528752229281679,0.0004700015002412365,0.00012804417520468286,-0.00027111354847291055,0.0004137355874296352,-2.528400273301737e-05,-0.0003458138007461398,0.0003681098084916022,-0.00018037340110932973,-0.0004933684122804828,0.9999964358229505,0.9363100242359544,-0.9519224583023496,5.772882384047626,-0.09865385632131254,-4.710145964239873,2.9957912802413476,1.1795203514277195,0.1051934174946603,0.00044019535717422915,-3.940028793142004e-05,-0.00047641875284213053,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
23,23,359.94712803683944,138.93210118013664,0.014236448715233996,0.9999931075221699,0.1378026254030258,-0.9999887964780394,630.4405457404681,623.9061880872252,615.9135393126826,3.909283505404943e-07,-1.6854807572555232e-09,-2.68193168508329e-07,0.9999998715481833,0.9998010006662247,0.9960063647858298,0.0006930929289384959,-1.1108777710971145e-05,-0.0008635226040305978,0.0009103611587721591,0.00010318532883263579,-0.0005176825766171619,0.0006564629162140961,-1.1896322518156817e-05,-0.0006098717520425933,0.0004564248952685241,-0.00013392778055035885,-0.0009089309704890338,0.9999999691306082,0.862765514612911,-0.9996826306347102,24.997577477109107,-0.12347437846430583,-18.630438133255094,5.242461511037756,1.1395263344675837,0.013246344844034929,0.0008778787172094978,-3.86387264796029e-06,-0.0008124575614615542,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
24,24,359.93965027475406,86.85138453484805,0.06774608117506907,0.9999999550620512,0.5504592591484329,-0.9999866803806322,628.1374885193942,619.1477445012725,613.1575184823542,1.2867272292819295e-07,-2.78654198231062e-09,-1.1752129113461568e-07,0.9999998872249991,0.9999200307923046,0.9986556706199156,0.0005419782728937839,4.086671152807366e-06,-0.00046152777515725613,0.0006131670239497062,0.00011217103836542464,-0.00023777029703628781,0.000391441599081279,9.724043533622191e-06,-0.00035224491984203683,0.00023474506892468675,-8.940581838475596e-05,-0.0005629385971586114,0.999999445278123,0.4623210406344139,-0.9999999653351331,35.84977604382731,0.1300579983875862,-22.57850844289904,2.935713624189046,0.8188499044444993,0.023974686341048195,0.0005990243932419535,1.1048971622133183e-05,-0.0005304965631846154,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
25,25,359.9783608627866,57.38155271181538,0.020827549526433096,0.9999728605691418,0.13670152868182264,-0.9998894088886078,621.2082605214572,613.4352313067944,601.4171677035972,4.0984175879706287e-07,-1.6731907785263166e-09,-2.4640416584111484e-07,0.9999996939284846,0.999854694892629,0.9961016226833299,0.0005327752524933712,-3.590340865696958e-06,-0.0009295246734194698,0.0006544721940956776,0.00011015009045402748,-0.0004047464774216262,0.00040629083436360275,1.1173199826935275e-05,-0.0007086676497306388,0.0003189868146253283,-9.529791270665894e-05,-0.0010203478202573874,0.9999999339304899,0.9260862838351721,-0.9999700654019652,23.756345466872425,0.12249010701723727,-26.71921893086513,5.165069174592251,1.0825262219743759,0.01218570435199217,0.0005722691264263938,1.9000191473936872e-05,-0.001006293494356749,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
26,26,359.6403238721954,178.9980870205293,0.630164716313393,0.999999614401971,0.010849790799586714,-0.9999871987436845,621.4757542803429,613.6857423842921,601.3852980334348,4.986074355393092e-07,-1.7678019316624024e-09,-3.7293550038426654e-07,0.9999990787886628,0.99971068762586,0.9954378170593055,0.0007557698425376487,3.494070873357129e-06,-0.001068309375149065,0.0007509140971797817,0.00011039226340586814,-0.0005908287277231417,0.0006577806126532987,1.1519582908312852e-05,-0.0007723216357121674,0.0006240195995247699,-9.916119825068506e-05,-0.001346791953360754,0.9999802963564881,-0.9094492820723333,-0.9999994788793286,19.756110516096342,0.0620396766145271,-9.63186192828163,5.316142842343275,1.2656246681609165,0.033406397886089845,0.0007223548015503655,3.2956722274802446e-06,-0.001088617589921203,359.9783608627866,136.90595158255218,0,0.999999999994394,0.27732402933823935,-0.9999999997707215,657.2892553977956,610.7532988408364,589.9999999999999,7.637133345805204e-07,-3.3497114003435492e-09,-4.741040971539633e-07,0.999999993735809,0.999849246438562,0.9881397733883612,0.0013275783524237653,7.593704949961358e-06,-0.0011799551278768826,0.0015068229592549297,0.00011432072881044712,-0.0005908287277231417,0.0009946936877998321,3.6934626074937985e-06,-0.0007723216357121674,0.0006240195995247699,-0.00011442931162726059,-0.001346791953360754,1,0.21100959028085073,-1,186.95992999648763,0.4077046189847475,-31.754008417302824,8.970299920168435,1.0933375925780806,7.927855720259978e-16,0.0013460347777002012,7.5164596376571e-06,-0.0011634260576861269
